"Hard-coded password field","Hard-coding a password string may compromise security.","error","Sensitive field is assigned a hard-coded [[""value""|""relative:///dotCMS/src/integration-test/java/com/dotcms/rest/api/v1/authentication/ResetPasswordResourceIntegrationTest.java:30:40:30:52""]].","/dotCMS/src/integration-test/java/com/dotcms/rest/api/v1/authentication/ResetPasswordResourceIntegrationTest.java","30","26","30","36"
"Hard-coded password field","Hard-coding a password string may compromise security.","error","Sensitive field is assigned a hard-coded [[""value""|""relative:///dotCMS/src/main/java/com/liferay/portal/util/CookieKeys.java:38:40:38:49""]].","/dotCMS/src/main/java/com/liferay/portal/util/CookieKeys.java","38","29","38","36"
"Hard-coded credential in sensitive call","Using a hard-coded credential in a sensitive call may compromise security.","error","Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:94:8:94:36""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:104:38:104:66""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:111:9:111:37""]].","/dotCMS/src/integration-test/java/com/dotcms/contenttype/test/ContentResourceTest.java","1436","29","1436","36"
"Hard-coded credential in sensitive call","Using a hard-coded credential in a sensitive call may compromise security.","error","Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:94:8:94:36""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:104:38:104:66""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:111:9:111:37""]].","/dotCMS/src/integration-test/java/com/dotcms/datagen/TestUserUtils.java","194","27","194","33"
"Hard-coded credential in sensitive call","Using a hard-coded credential in a sensitive call may compromise security.","error","Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:94:8:94:36""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:104:38:104:66""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:111:9:111:37""]].","/dotCMS/src/integration-test/java/com/dotcms/datagen/TestUserUtils.java","229","27","229","31"
"Hard-coded credential in sensitive call","Using a hard-coded credential in a sensitive call may compromise security.","error","Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:94:8:94:36""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:104:38:104:66""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:111:9:111:37""]].","/dotCMS/src/integration-test/java/com/dotcms/datagen/TestUserUtils.java","246","27","246","32"
"Hard-coded credential in sensitive call","Using a hard-coded credential in a sensitive call may compromise security.","error","Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:94:8:94:36""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:104:38:104:66""]].
Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/liferay/portal/ejb/PasswordTrackerPersistence.java:111:9:111:37""]].","/dotCMS/src/integration-test/java/com/dotcms/datagen/TestUserUtils.java","264","27","264","32"
"Hard-coded credential in sensitive call","Using a hard-coded credential in a sensitive call may compromise security.","error","Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/main/java/com/dotcms/security/apps/AppsUtil.java:268:37:268:44""]].","/dotCMS/src/integration-test/java/com/dotcms/rest/api/v1/apps/AppsResourceTest.java","1328","38","1328","53"
"Hard-coded credential in sensitive call","Using a hard-coded credential in a sensitive call may compromise security.","error","Hard-coded value flows to [[""sensitive call""|""relative:///dotCMS/src/integration-test/java/com/dotcms/rest/api/v1/authentication/CreateJsonWebTokenResourceIntegrationTest.java:75:52:75:57""]].","/dotCMS/src/integration-test/java/com/dotcms/rest/api/v1/authentication/CreateJsonWebTokenResourceIntegrationTest.java","47","31","47","44"
