"Cleartext storage of sensitive information using storable class","Storing sensitive information in cleartext can expose it to an attacker.","recommendation","This stores the storable class [[""new ImmutableDotAssetContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableDotAssetContentType.java:2914:52:2914:89""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:424:12:431:42""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableDotAssetContentType.java:2051:24:2051:36""]].
This stores the storable class [[""new ImmutableDotAssetContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableDotAssetContentType.java:2914:52:2914:89""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:424:12:431:42""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableDotAssetContentType.java:2079:25:2079:72""]].
This stores the storable class [[""new ImmutableDotAssetContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableDotAssetContentType.java:2914:52:2914:89""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:431:30:431:41""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableDotAssetContentType.java:2051:24:2051:36""]].
This stores the storable class [[""new ImmutableDotAssetContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableDotAssetContentType.java:2914:52:2914:89""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:431:30:431:41""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableDotAssetContentType.java:2079:25:2079:72""]].
This stores the storable class [[""new ImmutableFileAssetContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFileAssetContentType.java:2919:53:2919:91""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:424:12:431:42""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFileAssetContentType.java:2054:24:2054:36""]].
This stores the storable class [[""new ImmutableFileAssetContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFileAssetContentType.java:2919:53:2919:91""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:424:12:431:42""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFileAssetContentType.java:2082:25:2082:72""]].
This stores the storable class [[""new ImmutableFileAssetContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFileAssetContentType.java:2919:53:2919:91""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:431:30:431:41""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFileAssetContentType.java:2054:24:2054:36""]].
This stores the storable class [[""new ImmutableFileAssetContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFileAssetContentType.java:2919:53:2919:91""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:431:30:431:41""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFileAssetContentType.java:2082:25:2082:72""]].
This stores the storable class [[""new ImmutableFormContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFormContentType.java:2918:48:2918:81""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:424:12:431:42""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFormContentType.java:2053:24:2053:36""]].
This stores the storable class [[""new ImmutableFormContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFormContentType.java:2918:48:2918:81""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:424:12:431:42""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFormContentType.java:2081:25:2081:72""]].
This stores the storable class [[""new ImmutableFormContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFormContentType.java:2918:48:2918:81""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:431:30:431:41""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFormContentType.java:2053:24:2053:36""]].
This stores the storable class [[""new ImmutableFormContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFormContentType.java:2918:48:2918:81""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:431:30:431:41""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableFormContentType.java:2081:25:2081:72""]].
This stores the storable class [[""new ImmutableKeyValueContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableKeyValueContentType.java:2918:52:2918:89""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:424:12:431:42""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableKeyValueContentType.java:2053:24:2053:36""]].
This stores the storable class [[""new ImmutableKeyValueContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableKeyValueContentType.java:2918:52:2918:89""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:424:12:431:42""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableKeyValueContentType.java:2081:25:2081:72""]].
This stores the storable class [[""new ImmutableKeyValueContentType(...)""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableKeyValueContentType.java:2918:52:2918:89""]] containing [[""sensitive data""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/analytics/model/AccessToken.java:431:30:431:41""]] which was [[""previously added""|""relative:///dotCMS/target/generated-sources/annotations/com/dotcms/contenttype/model/type/ImmutableKeyValueContentType.java:2053:24:2053:36""]].
