"HTTP response splitting from local source","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","recommendation","This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:749:48:749:62""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:762:48:762:62""]], which may cause a response-splitting vulnerability.","/dotCMS/src/main/java/com/dotcms/util/DownloadUtil.java","89","36","89","40"
"HTTP response splitting from local source","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","recommendation","This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:749:48:749:62""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:762:48:762:62""]], which may cause a response-splitting vulnerability.","/dotCMS/src/main/java/com/dotcms/vanityurl/filters/VanityURLFilter.java","100","56","100","85"
"HTTP response splitting from local source","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","recommendation","This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/util/SystemEnvironmentConfigurationInterpolator.java:147:29:147:76""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/util/SystemEnvironmentConfigurationInterpolator.java:149:29:149:84""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:749:48:749:62""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:762:48:762:62""]], which may cause a response-splitting vulnerability.","/dotCMS/src/main/java/com/dotmarketing/portlets/calendar/action/SendVCalendarDetail.java","90","46","90","100"
"HTTP response splitting from local source","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","recommendation","This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:749:48:749:62""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:762:48:762:62""]], which may cause a response-splitting vulnerability.","/dotCMS/src/main/java/com/dotmarketing/servlets/BinaryExporterServlet.java","521","38","521","42"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/csspreproc/CSSPreProcessServlet.java:61:34:61:52""]], which may cause a response-splitting vulnerability.","/dotCMS/src/main/java/com/dotcms/csspreproc/CSSPreProcessServlet.java","211","25","211","98"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/maintenance/MaintenanceResource.java:169:58:169:101""]], which may cause a response-splitting vulnerability.","/dotCMS/src/main/java/com/dotcms/rest/api/v1/maintenance/MaintenanceResource.java","374","51","374","84"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:88:68:88:110""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:100:68:100:110""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:119:75:119:117""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:133:75:133:117""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:152:74:152:116""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:166:74:166:116""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:185:76:185:118""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:199:76:199:118""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:218:77:218:119""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:232:77:232:119""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:248:84:248:126""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:263:84:263:126""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:280:83:280:125""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:295:83:295:125""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:311:85:311:127""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:326:85:326:127""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:342:75:342:117""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:356:75:356:117""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:372:76:372:118""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:386:76:386:118""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:402:75:402:117""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:416:75:416:117""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:432:77:432:119""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:451:78:451:120""]], which may cause a response-splitting vulnerability.","/dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java","573","36","573","45"
"HTTP response splitting","Writing user input directly to an HTTP header makes code vulnerable to attack by header splitting.","error","This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:88:68:88:110""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:100:68:100:110""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:119:75:119:117""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:133:75:133:117""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:152:74:152:116""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:166:74:166:116""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:185:76:185:118""]], which may cause a response-splitting vulnerability.
This header depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/api/v1/vtl/VTLResource.java:199:76:199:118""]], which may cause a response-splitting vulnerability.
